jacket0,helias,blue,true,true,true,true,false,true,true,true,false,true
jacket1,helias,gray,true,true,true,true,false,true,true,true,false,true
jacket2,northface,gray,true,true,true,true,false,true,true,true,false,true
jacket3,ua,gray,true,true,true,true,false,true,true,true,false,true
jacket4,northface,tan,true,true,true,true,false,true,true,true,false,true
jacket5,generic,brown,true,true,true,true,false,true,true,true,false,true
jacket6,generic,black,true,true,true,true,false,true,true,true,false,true
jacket7,addidas,black,true,true,true,true,false,true,true,true,false,true
jacket8,generic,black,true,true,true,true,false,true,true,true,true,true
jacket9,generic,gray,true,true,true,true,false,true,true,true,true,true
jacket10,none,none,true,true,true,true,true,true,true,false,true,true